Source,Target
3772,15348
3772,15405
3773,15384
4086,15362
4086,15410
3775,15346
3775,15359
3776,15346
3776,15347
3777,15406
3777,15342
10848,15362
3779,15362
3780,15356
3781,15354
3781,15368
3782,15342
3782,15355
3783,15351
3784,15405
3784,15348
3785,15405
3785,15348
3786,15346
3787,15359
3788,15365
3788,15368
3789,15347
3789,15346
3790,15341
3790,15350
3791,15347
3792,15362
3793,15362
3793,15356
4420,15342
4589,15346
3796,15362
3797,15362
3798,15347
3798,15405
3799,15482
3800,15342
3801,15354
3801,15355
3802,15350
3802,15355
3803,15348
3803,15385
3804,15362
3805,15351
3806,15355
3807,15376
3808,15405
3808,15348
3809,15483
3810,15362
3810,15356
3811,15347
3812,15405
3812,15344
3813,15341
3814,15350
3814,15385
3815,15406
3815,15341
3816,15347
3816,15365
3817,15344
3818,15346
3818,15347
8565,15342
3820,15437
3821,15374
3822,15351
3823,15374
3824,15405
3824,15348
3825,15342
3826,15355
3827,15351
3828,15342
3828,15355
3829,15355
13780,15374
3831,15405
3831,15354
3832,15342
3833,15341
3833,15342
3834,15484
3835,15409
3836,15346
3837,15342
3838,15342
3838,15355
3839,15348
3840,15393
3840,15348
3841,15346
3842,15484
3842,15352
3843,15385
3843,15355
3844,15355
3844,15341
3845,15374
3846,15355
3847,15347
3848,15345
3849,15374
3850,15355
3851,15342
3851,15341
3852,15348
3853,15346
3853,15355
3854,15341
3855,15344
3855,15405
3856,15346
3857,15365
3857,15437
3858,15348
3859,15348
3860,15355
3860,15346
3861,15352
3861,15348
3862,15362
14943,15363
14943,15366
3864,15342
3865,15342
3865,15406
3866,15358
3866,15361
3867,15405
13054,15341
13054,15350
3869,15405
3869,15348
4610,15346
3871,15342
3872,15355
3873,15359
3873,15344
9311,15350
9311,15393
3875,15346
3876,15344
3876,15376
13402,15342
3878,15359
3878,15346
3879,15341
3880,15362
3881,15346
3882,15385
3882,15355
3883,15346
3883,15350
3884,15362
5547,15362
3886,15348
3886,15356
3887,15346
3888,15346
3889,15358
3890,15374
3890,15405
3891,15419
3892,15408
3893,15355
3893,15359
3894,15346
3895,15362
3896,15342
3897,15346
3898,15350
3898,15342
3899,15359
3900,15347
3901,15359
3901,15350
3902,15355
12635,15348
3904,15346
3905,15374
3906,15356
3906,15485
3907,15376
3908,15345
3909,15348
3909,15374
3910,15351
3910,15348
3911,15362
3912,15399
3912,15406
10172,15359
3914,15437
3914,15349
3915,15385
3916,15406
3917,15344
3918,15359
3918,15368
3919,15354
3919,15347
3920,15342
3920,15346
3921,15342
3921,15399
3922,15342
3923,15341
3923,15355
3924,15346
3925,15346
3926,15342
3927,15352
3927,15350
3928,15364
3928,15361
3929,15486
3930,15351
12525,15361
3932,15407
3933,15399
3933,15360
3934,15362
3934,15345
3935,15414
3936,15414
3937,15358
3937,15361
3938,15412
3938,15487
3939,15358
3939,15361
7956,15399
7956,15378
3941,15399
3941,15352
3942,15384
3943,15412
3943,15362
3944,15412
3945,15488
3946,15489
3947,15419
3948,15414
3949,15487
3949,15414
3950,15419
3951,15399
3951,15360
3952,15349
3953,15345
3954,15407
3955,15366
3956,15345
3957,15395
3957,15354
3958,15362
3959,15490
3960,15461
3960,15414
3961,15447
3962,15362
3963,15351
3964,15371
3965,15412
3966,15351
3967,15447
3968,15399
3969,15361
3970,15358
3971,15345
3972,15414
3973,15370
3973,15351
3974,15424
3975,15345
3976,15412
3977,15358
3978,15345
3979,15356
3980,15412
3981,15362
3981,15430
3982,15358
3983,15345
3983,15414
3984,15366
3985,15358
3986,15412
3987,15362
3987,15345
3988,15361
3989,15362
3990,15412
3990,15352
3991,15363
3992,15414
3993,15384
3994,15358
3994,15361
3995,15345
3995,15358
3996,15430
3997,15366
3998,15412
3998,15345
3999,15365
3999,15395
4000,15463
4000,15412
4001,15414
4002,15491
4003,15358
4004,15412
4004,15463
4005,15483
4006,15366
4007,15430
4008,15366
4008,15358
4009,15356
4010,15345
4010,15412
4011,15399
4011,15481
4012,15345
4012,15488
4013,15345
4013,15412
4014,15414
4015,15492
4015,15424
8561,15362
4017,15424
4018,15371
4019,15349
4019,15345
4020,15399
4020,15345
4021,15430
4022,15366
4023,15358
4023,15361
4024,15351
4025,15361
4026,15399
4027,15375
4028,15358
4029,15362
4030,15414
4030,15412
4031,15354
4032,15395
4033,15414
4034,15362
4035,15351
4035,15419
4036,15353
4037,15351
10406,15376
4039,15412
4039,15359
4040,15376
4040,15358
4041,15493
4041,15345
4042,15342
4042,15345
4043,15393
4043,15410
4044,15449
4045,15362
4046,15479
4047,15378
4048,15494
4049,15379
4050,15494
4050,15360
4051,15379
4051,15360
9304,15379
4053,15403
9447,15360
4055,15379
4056,15415
4057,15494
4058,15415
9427,15477
4060,15379
4061,15379
4061,15481
4062,15379
4063,15476
4064,15415
4065,15415
4066,15359
4067,15360
4068,15453
4069,15453
4070,15379
4071,15480
4072,15379
4073,15415
4074,15379
4075,15383
4076,15494
4077,15453
4078,15379
4079,15363
6444,15345
4081,15345
4081,15355
4082,15362
4082,15461
4083,15342
4084,15345
4085,15461
4086,15355
4086,15345
4087,15345
4088,15461
4089,15374
4090,15393
4091,15345
4092,15408
4093,15345
4094,15352
4095,15442
4096,15461
4097,15345
4098,15345
4099,15358
4099,15361
4100,15391
4101,15345
4102,15354
4102,15393
4103,15342
4104,15465
4104,15393
4105,15408
4105,15483
4106,15345
4107,15414
4108,15374
4108,15461
4109,15388
4110,15408
4111,15374
4112,15358
4113,15345
4114,15408
4115,15345
4116,15358
4117,15355
4118,15366
4119,15342
7373,15341
4121,15351
4122,15365
4123,15362
4124,15345
4125,15345
4126,15342
4127,15374
4128,15408
4129,15345
4130,15345
4131,15391
4131,15388
4132,15374
4133,15362
4134,15349
4135,15452
4136,15342
4137,15342
4138,15342
4139,15342
4139,15341
4140,15342
4141,15342
4142,15342
4143,15342
4144,15342
4145,15342
4146,15388
4164,15362
4148,15342
4149,15342
4150,15342
4151,15342
4152,15342
4153,15341
4154,15342
4155,15342
4156,15356
4157,15342
4158,15342
4159,15342
4160,15374
4161,15342
4162,15342
4163,15342
4164,15362
4165,15342
4166,15352
4167,15416
4168,15342
4169,15342
5050,15342
4171,15342
4172,15342
4173,15342
11294,15356
6824,15342
4176,15424
4345,15416
4178,15342
4179,15374
4180,15342
4181,15342
4182,15342
4183,15342
4184,15342
4185,15342
4186,15342
4187,15342
4188,15374
4189,15342
4190,15342
5926,15342
4192,15374
4193,15341
13213,15342
4195,15355
4196,15342
4197,15342
4198,15342
4199,15342
4200,15342
4201,15348
4202,15342
4345,15374
4204,15342
4205,15374
4206,15342
15173,15342
4208,15342
4209,15342
4210,15374
4211,15342
4212,15348
4213,15342
4214,15342
8822,15342
4216,15374
4217,15342
4218,15374
4219,15342
4220,15342
4221,15356
4222,15342
4223,15341
4224,15342
4225,15342
4226,15342
4227,15342
4228,15342
4229,15374
4230,15341
4231,15374
4232,15342
4233,15342
4234,15342
4235,15363
4235,15342
4236,15341
4237,15342
4238,15341
4239,15342
4240,15342
4241,15342
4242,15374
4243,15341
4771,15342
4245,15341
4246,15342
4247,15342
4248,15355
4249,15362
4250,15393
4250,15416
4251,15342
4252,15342
4253,15358
4253,15483
4254,15342
4255,15342
4256,15342
4257,15342
4258,15342
4259,15342
4260,15365
4261,15342
4261,15356
4262,15362
4263,15342
4264,15457
4265,15342
4266,15342
4267,15342
4268,15341
4268,15391
4269,15342
4269,15362
4270,15341
4271,15342
4272,15342
4273,15374
4274,15342
4275,15374
4275,15342
4276,15342
4277,15363
4278,15363
4278,15342
4279,15342
4280,15342
4281,15342
4282,15342
4283,15342
4284,15342
5410,15342
4286,15374
4287,15341
4288,15374
4289,15352
4290,15342
4291,15419
4292,15342
4293,15495
4294,15342
4295,15358
4296,15362
4297,15342
4298,15342
4299,15395
4300,15374
8091,15342
4302,15342
4303,15342
4304,15399
4305,15416
4306,15342
4307,15342
4308,15374
4308,15356
9578,15342
4310,15342
4311,15342
4312,15374
4313,15366
4313,15399
4314,15341
4315,15356
4316,15342
4317,15342
4318,15371
4319,15342
4486,15342
4321,15342
4322,15342
4323,15358
4324,15362
4325,15374
5437,15342
4327,15356
4328,15341
4329,15342
4330,15374
4331,15342
4332,15342
4333,15355
4334,15342
12713,15348
4336,15342
4337,15374
4338,15374
4339,15355
4340,15467
4341,15348
4341,15342
4342,15355
4343,15358
4343,15361
4344,15342
4345,15351
4528,15342
4347,15342
4348,15342
4349,15341
4350,15374
4351,15342
4352,15374
4353,15341
4354,15342
4355,15342
4356,15374
4357,15342
4358,15362
4358,15342
4359,15342
4584,15342
4361,15342
4362,15342
4363,15374
4364,15342
4365,15356
4365,15342
4366,15374
4367,15342
4368,15374
4369,15374
4917,15374
4371,15341
4372,15362
4372,15341
4373,15374
4374,15342
4581,15342
4376,15342
4377,15341
4378,15342
4379,15362
4380,15342
4381,15342
4382,15342
4383,15341
4384,15342
4385,15374
4386,15374
4387,15342
4388,15342
4389,15342
4390,15342
4391,15342
4392,15342
4393,15342
4394,15342
4395,15467
4395,15391
4396,15342
4397,15444
4398,15356
4399,15342
4400,15342
4401,15342
4402,15358
4403,15341
4404,15342
4405,15374
4406,15342
4407,15342
4408,15342
4409,15341
4410,15342
4411,15341
4411,15342
4412,15352
4413,15374
4414,15374
4415,15351
4416,15384
5141,15408
4418,15365
4419,15342
4420,15342
4421,15342
11999,15362
4423,15342
4424,15374
5858,15342
5233,15342
14834,15374
14834,15342
4428,15342
4429,15342
4429,15341
4430,15342
4431,15358
8539,15358
4433,15342
4434,15358
4435,15341
4436,15442
4437,15374
4438,15341
4439,15342
4440,15341
4441,15341
4442,15362
4443,15342
4444,15374
4445,15342
4446,15374
4447,15358
4448,15342
4449,15342
4450,15374
7703,15342
4452,15342
4453,15342
4454,15342
4455,15342
4456,15342
4457,15342
4458,15342
4459,15342
4460,15342
4461,15342
4462,15342
4462,15341
4463,15355
4463,15496
4464,15374
4465,15342
4466,15342
4467,15342
4467,15355
4468,15342
4469,15365
4470,15342
4471,15342
4472,15342
4473,15342
4474,15374
4475,15362
4476,15342
4477,15374
4478,15342
4479,15342
4480,15365
4481,15342
9416,15341
4483,15342
4484,15374
4485,15374
4486,15342
4487,15351
4488,15342
4489,15374
4490,15376
4491,15342
4492,15342
4493,15384
4494,15342
4494,15341
10548,15342
4496,15374
4497,15457
4498,15393
4499,15418
4499,15358
4500,15362
4501,15407
4502,15342
4503,15342
4503,15348
4504,15342
4504,15374
4505,15342
4506,15342
4507,15351
4508,15374
4508,15342
4509,15342
4510,15416
4511,15374
4512,15342
4513,15374
4514,15342
4960,15374
4516,15342
4517,15341
4518,15342
4519,15342
4520,15342
4521,15342
4522,15342
4522,15374
4523,15342
4524,15352
4525,15457
4526,15342
4527,15351
4528,15374
4529,15457
4530,15374
4530,15342
4531,15355
4532,15342
4533,15374
4534,15342
4535,15356
4535,15342
4536,15374
4537,15374
4538,15342
5720,15341
4540,15416
4540,15348
4541,15342
4541,15385
4542,15342
4543,15342
4544,15342
4545,15342
4546,15342
4547,15342
4548,15374
4549,15342
4550,15342
4551,15342
4552,15342
4553,15342
4554,15342
4555,15342
4555,15374
4556,15374
4557,15342
4558,15342
9494,15374
4560,15374
4561,15342
4562,15407
4563,15374
4564,15342
4565,15351
4566,15355
4567,15342
4568,15342
4569,15366
5399,15342
4571,15374
4572,15342
4573,15358
4574,15342
4574,15341
4575,15342
4576,15365
4577,15342
4578,15343
4579,15342
4580,15342
4581,15342
4582,15362
4583,15342
4583,15341
4584,15342
4585,15342
4586,15341
4587,15342
4588,15342
4589,15342
4590,15408
4591,15457
4591,15374
4592,15342
4593,15374
4593,15348
4594,15365
4595,15342
4596,15342
4597,15374
4597,15342
15270,15374
4599,15342
4600,15342
4601,15393
4601,15461
4602,15342
4603,15374
4603,15342
4604,15385
4605,15417
4606,15342
4607,15374
4607,15436
4608,15342
4609,15374
4610,15342
5028,15342
4612,15497
4613,15351
4614,15342
4615,15374
4616,15342
4617,15342
4617,15348
4618,15342
4619,15355
4620,15342
4621,15342
4622,15342
4623,15342
4624,15342
4625,15356
4626,15342
4627,15374
4628,15342
4629,15374
4630,15342
4631,15365
4631,15358
4632,15374
4633,15342
4634,15342
4635,15342
4636,15342
4637,15356
4638,15342
4639,15342
4640,15342
4641,15342
4642,15342
4643,15342
4644,15342
4645,15342
4646,15342
4647,15342
4648,15342
4649,15342
4649,15341
4650,15341
4651,15342
4652,15342
4653,15342
4654,15342
4655,15342
4656,15444
4657,15342
4657,15352
4658,15457
4659,15342
4660,15374
4661,15374
4662,15342
4902,15341
4664,15342
4665,15342
4665,15356
4666,15342
4667,15342
14484,15342
4669,15342
4670,15374
4671,15374
4672,15342
4673,15345
4674,15457
4675,15417
4675,15385
4676,15385
4676,15374
4677,15457
4678,15374
4679,15417
4680,15457
4681,15342
4682,15342
4682,15341
4683,15342
4684,15342
5689,15342
4686,15374
4687,15342
4688,15374
4688,15352
4689,15342
4690,15342
4690,15374
4691,15342
4692,15342
4693,15342
4694,15358
4695,15374
4696,15342
4697,15374
4698,15374
4699,15342
4700,15342
4701,15356
4702,15342
4703,15374
4704,15342
4705,15342
4706,15342
4707,15342
4708,15342
4709,15341
4710,15374
4711,15342
4712,15342
4713,15342
4714,15416
4715,15374
4716,15342
4717,15374
4718,15342
4719,15342
4720,15374
4721,15342
4722,15341
4723,15342
4724,15342
4725,15342
4726,15342
4727,15342
4728,15342
4729,15342
4730,15342
4731,15342
4732,15341
4733,15362
4734,15342
4735,15374
4735,15355
4736,15374
4737,15374
4737,15342
4738,15342
4739,15342
4740,15342
4741,15353
4742,15342
4743,15342
4744,15342
4745,15374
4746,15341
4747,15374
4748,15498
4749,15342
4750,15342
4751,15341
4752,15342
4753,15342
4753,15341
4754,15374
4755,15342
4756,15342
4756,15351
4757,15352
4758,15374
4759,15374
4760,15341
4761,15351
4762,15388
4762,15391
4763,15374
4764,15342
9525,15356
4766,15342
4767,15342
4767,15416
4768,15341
4769,15342
4770,15374
4770,15342
4771,15342
4772,15342
4773,15358
4773,15365
4774,15413
4775,15342
4776,15342
4777,15342
5243,15374
4779,15342
4780,15342
4781,15374
4782,15342
4783,15342
4784,15342
4785,15342
4786,15413
4787,15342
10097,15342
4789,15342
4790,15374
4791,15342
4792,15342
4792,15341
4793,15365
4793,15341
4794,15342
15218,15342
4796,15355
4797,15342
4798,15342
4798,15355
4799,15342
4800,15424
4801,15374
4802,15348
4803,15341
4804,15342
4805,15342
4806,15342
4806,15341
4807,15342
4807,15355
4808,15342
4809,15342
5465,15342
4811,15341
4812,15356
4813,15342
4814,15342
4815,15351
4816,15374
4817,15342
4818,15342
4819,15342
4819,15341
4820,15342
10038,15342
4822,15374
4823,15342
14137,15342
4825,15362
4826,15342
4827,15342
4828,15342
13877,15467
4830,15342
4831,15374
4832,15341
4833,15342
11494,15362
11494,15351
4835,15351
4835,15348
4836,15342
5039,15342
4838,15342
4839,15342
4840,15342
4840,15345
4841,15342
4842,15342
4843,15342
4844,15342
4845,15356
5547,15342
4847,15351
4848,15416
4849,15342
4850,15342
4851,15342
4852,15342
4853,15342
4854,15342
4855,15374
4855,15342
4856,15342
4857,15374
4858,15342
4859,15342
5547,15374
4861,15374
4862,15374
4863,15342
4864,15342
4865,15342
15306,15399
4867,15342
4868,15342
4869,15342
4870,15342
4871,15396
4872,15356
14137,15342
4874,15342
4874,15392
4902,15342
4876,15356
4877,15342
4878,15342
4878,15355
4879,15342
4880,15342
4881,15342
4882,15341
4883,15342
4884,15351
4885,15342
4886,15355
4887,15362
4888,15356
4889,15355
4890,15356
4890,15351
4891,15342
4892,15356
4893,15341
4894,15342
4895,15374
4896,15342
4897,15342
4898,15342
4899,15342
4900,15342
4901,15342
4902,15342
9076,15342
4904,15351
4905,15341
4906,15374
4907,15342
4908,15342
4909,15391
4909,15341
13206,15362
4911,15342
4912,15342
5883,15374
4914,15342
4915,15342
4916,15363
4917,15356
4918,15342
4918,15341
4919,15416
4920,15342
4921,15374
4922,15342
4923,15342
4924,15348
4925,15342
4926,15342
4927,15342
4928,15407
4929,15374
4929,15345
4930,15342
4931,15355
4932,15342
4933,15374
4934,15342
4935,15342
4936,15342
4936,15341
4937,15416
4937,15345
4938,15342
4939,15342
4940,15342
4941,15342
4942,15342
4943,15356
4944,15342
4945,15374
4946,15355
4947,15342
4947,15416
4948,15342
4949,15342
4950,15342
4951,15342
4952,15342
4953,15342
4954,15342
4955,15342
4956,15342
4957,15342
4958,15342
4959,15342
4960,15374
4961,15342
4962,15348
4963,15341
4964,15342
5434,15342
4966,15385
4967,15374
4967,15393
4968,15342
4969,15374
4970,15341
4970,15342
4971,15342
4972,15342
4973,15342
4974,15342
4975,15374
4976,15374
4977,15374
4978,15342
4979,15342
4980,15351
4981,15342
4982,15351
4982,15342
9183,15351
4984,15341
4985,15341
4986,15342
4987,15356
4988,15374
4988,15457
4989,15342
4990,15366
4991,15342
8971,15356
4993,15342
4994,15342
4995,15342
4996,15342
4997,15342
4998,15374
4999,15342
5000,15342
5001,15341
5002,15341
5003,15342
5004,15342
5004,15351
5005,15356
5005,15342
5006,15342
5007,15351
5008,15374
5009,15342
5010,15341
5011,15356
5011,15345
5012,15351
5013,15342
5014,15374
5015,15374
5016,15342
5017,15342
5018,15342
5019,15345
5020,15342
5021,15342
5022,15342
5023,15342
5024,15342
5025,15467
5026,15342
5027,15341
5027,15342
5028,15351
5028,15342
5029,15341
5030,15342
5031,15355
5031,15350
5032,15342
5033,15342
5034,15342
5035,15342
5036,15342
5037,15342
5038,15342
5039,15341
5040,15342
5041,15355
5042,15416
5043,15342
5044,15342
5045,15342
5046,15374
5047,15374
5048,15342
5049,15342
5050,15342
5051,15356
5052,15342
8593,15342
5054,15342
5186,15374
5056,15342
5057,15399
5058,15342
5059,15342
5060,15342
5061,15342
5062,15348
5063,15342
5064,15341
5065,15355
5066,15342
5067,15399
5068,15374
5069,15416
5070,15374
5070,15350
5071,15365
5072,15342
5072,15374
5073,15342
5074,15342
5075,15356
5076,15374
5077,15342
5078,15342
5079,15342
5080,15342
5081,15342
5441,15374
5083,15342
5084,15342
5085,15356
5085,15442
5086,15342
5087,15342
5088,15342
5089,15356
5090,15374
5091,15374
5092,15342
5093,15416
5094,15374
5094,15342
5095,15342
5096,15342
5097,15342
5098,15342
5099,15342
5100,15351
5101,15342
5102,15342
5103,15342
5104,15342
5105,15342
5106,15342
5107,15342
5108,15374
14101,15342
14101,15341
5110,15352
5111,15342
5112,15341
5113,15374
5114,15364
5750,15342
5116,15342
5117,15342
5118,15351
5119,15342
5119,15374
5120,15342
5121,15374
5122,15351
5122,15374
5123,15342
5124,15374
5125,15342
5126,15374
5127,15342
5128,15342
5129,15342
5663,15342
5131,15342
5132,15342
5133,15342
5134,15342
5135,15342
5136,15342
5137,15342
5138,15342
5139,15342
5140,15342
5141,15408
13129,15342
13129,15356
5143,15342
5144,15356
5145,15393
5146,15355
5147,15356
5148,15342
5149,15351
5150,15342
5150,15341
5151,15374
5152,15408
5153,15374
5154,15342
5155,15342
5156,15342
5157,15416
5158,15341
5159,15342
5160,15342
5161,15362
5162,15342
5163,15342
5164,15342
5165,15342
5166,15342
5167,15341
5167,15342
5168,15374
5169,15342
5170,15342
5171,15342
5172,15342
5172,15374
5173,15374
5174,15342
5175,15342
5176,15342
5177,15342
5178,15341
10689,15342
5180,15374
5181,15342
5181,15374
5182,15355
5183,15351
5184,15355
5185,15374
5186,15342
5187,15374
5188,15342
5189,15342
5190,15365
5191,15342
5192,15374
5193,15342
5441,15342
5195,15342
5196,15342
5197,15342
5198,15342
5199,15374
5200,15362
5201,15341
5202,15342
5203,15342
5204,15342
5205,15374
5205,15385
5206,15342
5207,15342
9655,15374
9655,15390
5209,15374
5210,15342
5211,15342
5212,15342
5213,15342
5214,15342
5215,15355
5216,15374
5217,15374
5218,15374
5219,15342
5220,15342
5221,15342
5222,15374
5223,15342
5224,15342
5225,15342
5226,15342
5227,15342
14145,15342
5405,15342
5230,15348
5231,15374
5232,15342
5233,15342
5234,15342
5235,15355
5236,15348
5237,15341
5238,15374
5239,15342
5240,15342
5241,15342
5242,15374
5243,15374
5243,15385
5244,15374
5244,15342
5245,15342
5246,15352
5247,15342
5248,15342
5249,15374
5250,15413
9731,15342
5252,15342
5253,15351
5253,15393
5254,15374
5255,15342
5256,15416
5257,15341
5258,15342
6306,15358
5260,15348
5261,15342
5261,15351
5262,15351
5263,15356
5264,15342
5265,15374
5266,15342
5267,15342
5268,15342
5269,15342
5270,15416
5270,15356
5271,15342
5272,15342
5273,15342
5274,15341
5275,15342
5276,15342
5277,15374
5278,15342
5279,15342
5280,15342
5281,15342
5282,15342
5283,15356
5284,15416
5285,15355
5286,15348
5287,15390
5287,15374
5288,15351
5289,15342
5290,15342
5291,15374
5292,15342
5865,15342
5294,15342
5295,15358
5296,15374
5297,15342
5298,15358
5298,15365
5299,15351
5300,15342
5301,15374
5302,15374
5326,15342
5304,15342
5305,15342
5306,15342
12531,15342
5308,15342
5309,15342
5310,15342
5311,15342
5312,15342
5313,15374
5314,15437
5314,15342
5315,15351
5316,15374
5317,15374
5318,15342
5319,15342
5320,15374
5321,15342
5322,15342
5323,15342
5324,15342
5325,15374
5326,15374
5327,15342
5328,15355
5329,15374
5330,15342
5331,15342
5332,15342
5333,15362
5334,15342
5335,15342
5336,15416
5337,15342
5338,15374
5339,15348
5340,15385
5340,15374
5341,15342
5342,15342
5343,15342
5344,15342
5345,15342
5346,15351
5346,15352
5347,15342
5348,15342
5732,15342
5350,15342
5351,15351
5352,15374
5353,15374
5920,15342
5528,15342
5356,15342
5356,15374
5357,15342
5358,15385
5359,15342
5360,15342
5361,15374
5362,15374
5363,15374
5761,15342
5365,15342
5366,15342
5367,15342
5368,15374
5369,15342
5370,15342
5371,15342
5689,15374
5373,15348
5374,15342
5375,15342
5376,15342
5377,15374
5378,15342
5379,15342
5380,15342
5381,15374
5382,15342
5383,15342
5384,15342
5385,15348
5386,15451
5387,15342
5388,15342
8113,15374
5390,15374
5391,15342
5392,15342
5393,15416
5394,15342
5395,15342
5396,15341
5397,15351
5398,15342
5399,15342
5400,15342
5401,15342
5402,15342
5403,15342
5404,15342
5405,15342
5406,15342
5407,15342
5408,15374
9713,15362
5410,15342
5411,15342
5412,15342
5413,15348
5414,15342
5415,15358
5415,15361
5416,15342
5417,15342
5418,15342
5418,15374
5419,15342
5420,15342
5421,15342
5422,15342
5422,15351
5423,15351
5424,15342
5425,15416
5425,15356
5426,15341
5915,15341
5428,15342
5429,15342
5430,15342
5431,15342
5432,15342
5433,15342
5434,15374
5435,15342
10038,15342
5437,15342
5438,15342
5439,15374
5440,15342
5441,15374
5442,15342
5442,15355
5443,15342
5443,15351
5444,15374
5445,15342
5446,15342
5447,15342
5448,15348
5449,15342
5450,15374
5451,15342
5452,15342
5453,15342
5453,15348
5454,15342
5455,15342
5456,15362
5457,15342
5458,15342
5459,15374
5460,15351
5461,15358
5462,15341
5463,15342
5464,15342
5465,15374
5466,15341
5467,15342
5468,15341
5469,15342
5470,15342
12982,15374
5472,15341
5473,15342
5474,15374
5475,15342
5476,15342
5477,15374
5478,15342
5479,15374
5480,15342
5481,15342
5482,15341
5483,15362
5484,15348
5485,15342
5486,15374
5487,15342
5488,15342
5489,15342
5490,15342
5491,15365
5492,15342
5492,15341
5493,15342
5494,15374
5495,15374
5496,15342
5497,15342
5498,15342
5499,15342
5500,15342
5501,15348
5501,15374
5502,15342
5503,15355
5504,15374
5505,15348
5506,15342
5507,15341
5508,15342
5509,15374
5510,15342
13717,15342
5512,15342
5513,15348
5514,15342
5515,15342
5516,15374
5517,15342
5518,15348
5519,15408
5519,15461
5520,15374
5521,15341
5522,15341
5523,15342
5524,15342
5525,15374
5526,15342
5527,15358
5528,15342
5529,15374
5530,15342
5531,15374
5532,15342
5533,15374
5534,15355
5535,15342
5536,15374
5537,15342
5538,15384
5538,15356
5539,15342
5540,15342
5541,15374
5542,15342
5543,15342
5544,15342
5545,15342
5545,15351
5546,15342
5547,15362
5548,15342
5549,15362
5550,15342
5551,15341
5551,15342
5552,15342
5553,15342
5554,15342
5554,15341
5555,15352
9265,15341
5557,15342
5558,15374
5559,15342
5560,15342
5561,15342
5562,15356
5563,15355
5563,15350
5564,15342
5565,15342
5566,15342
5567,15342
5568,15365
5568,15371
5569,15374
5570,15342
5571,15342
5572,15342
5573,15342
5574,15342
5575,15342
5576,15342
5577,15342
5578,15342
5579,15342
5580,15374
5581,15390
5582,15342
5583,15342
5584,15342
5585,15351
5586,15342
5637,15374
5588,15365
5589,15342
5590,15374
5591,15342
5591,15349
5592,15342
5593,15342
5594,15342
5595,15342
5596,15342
5597,15342
5598,15342
5599,15374
5599,15390
8921,15342
5601,15374
5602,15374
5603,15374
5604,15342
5605,15342
5606,15362
5607,15342
5608,15374
5609,15385
5610,15351
5611,15342
5612,15342
5613,15374
5614,15374
5615,15342
5616,15341
5617,15374
5618,15342
5619,15365
5619,15371
5620,15341
5620,15355
5621,15374
5622,15408
5623,15374
5624,15342
5625,15362
5625,15341
5626,15342
5627,15342
5628,15341
5629,15351
5629,15342
5630,15374
5631,15451
5631,15374
5632,15358
5633,15342
5634,15342
5635,15342
5636,15351
5637,15342
5638,15342
5639,15348
5640,15342
5641,15342
5642,15374
5643,15356
5644,15342
5644,15341
5645,15399
5646,15356
5647,15462
5648,15342
5649,15342
5650,15342
5651,15416
5652,15374
5652,15355
5653,15356
5654,15342
5655,15342
5656,15362
5656,15342
5657,15342
5658,15348
5659,15342
5660,15461
5661,15362
5662,15374
5663,15342
5664,15342
5665,15362
5665,15499
5666,15342
5667,15374
5668,15342
5669,15341
5669,15342
5670,15342
5671,15342
5672,15342
5673,15384
5674,15342
5674,15374
5675,15374
5676,15374
5677,15374
5678,15342
5679,15374
7570,15399
5681,15342
5682,15342
5683,15342
5684,15342
5685,15341
5685,15489
5686,15348
5687,15342
5688,15348
5689,15374
5690,15365
5690,15342
5691,15351
5692,15390
5693,15342
5694,15342
5695,15362
5696,15342
5697,15374
5698,15342
5699,15374
5699,15352
5700,15342
5701,15342
5702,15374
5703,15342
5704,15342
5704,15355
5705,15342
5706,15342
5707,15374
5708,15342
5709,15342
11908,15362
5711,15342
5712,15374
5713,15342
5714,15342
5715,15374
5716,15342
5717,15342
5718,15341
5719,15342
5720,15374
5721,15374
5722,15342
5723,15362
5724,15342
5725,15342
5726,15390
5727,15342
5728,15342
5729,15342
5730,15342
5730,15341
5731,15342
5732,15374
5733,15342
5734,15374
5735,15342
5736,15374
5737,15374
5738,15442
5738,15400
5739,15342
5740,15342
5741,15342
5742,15342
5743,15342
5744,15351
5745,15374
5746,15342
5747,15355
5748,15355
5749,15342
5750,15374
5750,15390
5751,15342
5752,15342
5753,15342
5753,15341
5754,15352
5755,15362
5756,15342
5757,15342
5758,15348
5759,15342
5760,15342
5761,15342
5761,15355
5762,15390
5782,15342
5764,15342
5765,15342
5766,15342
5767,15342
5768,15355
5769,15342
5769,15351
5770,15374
5771,15407
5772,15342
5773,15342
5774,15356
5775,15351
5776,15342
5777,15342
5778,15342
5779,15374
5780,15358
5781,15358
5782,15342
5783,15342
5784,15374
5785,15342
5786,15342
5787,15351
5788,15416
5789,15342
5790,15374
5791,15342
5791,15356
5792,15385
5793,15416
5794,15342
5795,15374
5795,15500
5796,15342
5797,15342
5798,15342
5799,15374
5800,15342
5801,15342
5802,15342
5803,15342
5804,15342
5805,15342
5806,15355
5807,15342
5808,15342
5809,15351
5810,15342
5811,15356
5812,15342
5813,15342
5814,15348
5815,15342
5816,15342
5817,15342
5818,15342
5819,15342
5820,15342
5821,15342
5822,15356
5823,15342
5824,15342
5825,15495
5825,15501
5826,15342
5827,15342
5827,15356
5828,15342
